id,title_en,description_en
63,Ilmastonmuutoksessa riittää tutkimista,"Ihmisen toiminta sekä lämmittää että viilentää maapallon ilmastoa. Kasvihuonekaasujen lämmittävä vaikutus tunnetaan hyvin, mutta esimerkiksi aerosolien eli pienhiukkasten viilentävästä vaikutuksesta on vain varsin ylimalkaisia arvioita.

Hiukkaset voisivat jopa pysäyttää lämpenemisen muutamaksi...."
64,Health emergency in landfill in Talagante provoca bad smell in neighbouring communes Sunday January 17 '08:33 a health emergency developed in the commune of Talagante due to land slip landfill Santa Marta the health seremi instructed a...,"Talagante due to land slide in landfill Santa Marta. The health seremi prepared a preliminary investigation to investigate possible contamination by bad odour of at least four neighbouring communes. The events took place to that of the 19 hours of Friday, cuandose was a slip of...."
65,Energytruck recalará in Logroño next 29 March,"Logroño, 17 Jan. (Europa Press) - under the name of 'Energytruck', the sample designed by the museum of Gas from the foundation Natural Gas Fenosa, there 111 municipalities with the aim of bringing knowledge related to energy, the environment and the industrial heritage of a way...."
66,Support leg breaks as SpaceX rocket lands on ocean barge,"LOS ANGELES (AP) "" The latest in a series of U.S.-European satellites designed to detect and measure ocean phenomena like El Nino has reached orbit after launching aboard a SpaceX rocket that will attempt to land its discarded first stage on a floating barge."
67,Sharjah initiative seeks to...,"Sharjah is set to be the cradle of entrepreneurship in the region as the government seeks to encourage young entrepreneurs to pursue their passion and open businesses. Speaking at the launch of the Sharjah Entrepreneurship Centre initiative (Sheraa) in Sharjah, Shaikha Bodour bint Sultan Al Qasimi,...."
68,"Suspicion over federal wolf plan spreads to Colorado, Utah","DENVER (AP) — Suspicion over federal plans to restore endangered Mexican gray wolves in the Southwest has spread to Colorado and Utah, where ranchers and officials are fiercely resisting any attempt to import the predators. About 110 Mexican gray wolves — a smaller subspecies of the gray wolf — now...."
69,Pollution: Renault devra accountable Monday,"The french manufacturer will be heard by the technical commission, set up by Ségolène Royal after the Volkswagen case, to explain its failure after the anti-pollution tests. Renault will be heard more quickly than expected, either on Monday by the Royal commission to explain the...."
70,It's a challenge for green...,"The climate agreement that world leaders reached in Paris last month has been widely celebrated for establishing the ambitious target of limiting the increase in global temperature to well below 2º Celsius above pre-industrial levels. But the agreement is just one step, albeit an important one."
71,Build a better weather network? New York takes the dare,"In this Monday, Jan. 11, 2016 photo, Professor Chris Thorncroft, chairman of the Atmospheric and Environmental Sciences Department at the University at Albany and co- principal investigator for the New York State Mesonet, poses in the Mesonet operations center at the university in Albany, N.Y."
72,Algérie-france: warming and bargains,"Relations algéro-françaises warming and good business. Al-Watan, 16 January 2015. Talk about global warming and algéro-françaises Relations in the same message falls within the scope of the repetition of terms. The honeymoon period between Paris and algiers continues at the discretion of good business."
73,"Flint Water Crisis People of Flint speak: ""Nobody should ... be living like this"" People of Flint speak: ""Nobody should ... be living like this"" People in Flint are frustrated at the situation thrust upon and are worried, angry and sad about the water crisis. Flint Water Crisis 2 hours, 48 minutes ago Michigan Freed from Iran, Flint's Amir Hekmati, others headed to Germany Freed from Iran, Flint's Amir Hekmati, others headed to Germany Reports said Sunday morning that Amir Hekmati, other prisoners released in swap, headed to Germany on Swiss aircraft. Michigan 3 hours, 52 minutes ago Michigan MDOT seeking ‘Road Watchers’ in western Michigan MDOT seeking ‘Road Watchers’ in western Michigan Michigan is seeking people to participate in periodic surveys measuring highway conditions during fromn 6 a.m. to 9 a.m. Michigan 4 hours, 13 minutes ago Oakland Attorney seeks competency exam for self-confessed embezzler Attorney seeks competency exam for self-confessed embezzler The Clarkston Brandon Community Credit Union was taken over by the Michigan Department of Insurance and Financial Services. Oakland 4 hours, 36 minutes ago Michigan Man sentenced in home invasion of woman he once dated Man sentenced in home invasion of woman he once dated A Webberville man is heading to prison for breaking into the home of a woman he dated and was helping move. Michigan 4 hours, 49 minutes ago Sponsor Story John Hartig is reflecting a new Detroit John Hartig is reflecting a new Detroit The Detroit River International Wildlife Refuge manager works to return bald eagles, osprey and even beaver downtown. Sponsor Story 4 days, 3 hours ago Michigan Jail ordered for man recording niece naked Jail ordered for man recording niece naked The 47-year-old Howell-area man blamed a “sex and porn” addiction for his placing a motion-sensor camera in his niece’s bathroom so he could record her naked. Michigan 5 hours, 11 minutes ago Michigan Flint residents in crisis Flint residents in crisis Pamela Battle, 36, of Flint, is a single mother of seven holds her water bill that is just over a $1000.00 with overdue portions and recent charges. Michigan 13 hours, 11 minutes ago Politics Fix to election law bill introduced in Lansing Fix to election law bill introduced in Lansing The bill would allow local officials to talk about ballot issues, but not send out communication at taxpayer expense Politics 14 hours, 3 minutes ago Michigan Michael Moore, in Flint, says crisis 'not a mistake' Michael Moore, in Flint, says crisis 'not a mistake' Director and Flint native Michael Moore held a rally in the city on Saturday over the drinking water crisis Michigan 16 hours, 49 minutes ago Flint Water Crisis Michael Moore talks in Flint on the water crisis Michael Moore talks in Flint on the water crisis Flint native and director talked to a crowd of 150 about the ongoing Flint water crisis that is affecting thousands of people. Flint Water Crisis 17 hours, 1 minute ago Nation Panda cub Bei Bei making debut at National Zoo Panda cub Bei Bei making debut at National Zoo The cub, who was born Aug. 22, is making his official debut today. Nation 17 hours, 8 minutes ago News Filmaker Michael Moore in Flint for a rally on water Filmaker Michael Moore in Flint for a rally on water Activist, documentarian and Flint native Michael Moore address a large crowd about the ongoing Flint water crisis in front of the City of Flint Municipal Center on Saturday, Jan. 16, 2016. News 18 hours, 35 minutes ago Flint Water Crisis Legionnaires' cases around Flint raised flags in 2014 Legionnaires' cases around Flint raised flags in 2014 Officials were concerned by uptick in cases but didn't link it to tainted water in Flint -- or alert public Flint Water Crisis 18 hours, 37 minutes ago News VW emissions scandal protesters pit-stop at auto show VW emissions scandal protesters pit-stop at auto show Colorado couple Marcus Moench and Elisabeth Caspari want a refund on their Volkswagen Jetta News 19 hours, 38 minutes ago Michigan President Obama declares emergency in Flint President Obama declares emergency in Flint Declaration opens door for federal financial aid in drinking water crisis Michigan 20 hours, 19 minutes ago Flint Water Crisis Cher donates bottled water to Flint Cher donates bottled water to Flint “This is a tragedy of staggering proportion and shocking that it’s happening in the middle of our country."" Flint Water Crisis 20 hours, 36 minutes ago World Burkina Faso hotel seizure ends; 4 jihadis, 28 others dead Burkina Faso hotel seizure ends; 4 jihadis, 28 others dead The Al-Qaida fighters who stormed a popular hangout came with a mission to kill as many people as possible. World 20 hours, 46 minutes ago Michigan Great Lakes Commission gets 497K for Muskegon Lake plan Great Lakes Commission gets 497K for Muskegon Lake plan The money will enable the commission to help restore fish passage and habitat in the lake. Michigan 1 day, 3 hours ago Michigan Man, 70, admits to amassing 650K child porn images Man, 70, admits to amassing 650K child porn images The man is already facing life in prison for raping an 8-year-old girl with Down syndrome. Michigan 1 day, 4 hours ago Detroit Belle Isle committee to discuss park updates Thursday Belle Isle committee to discuss park updates Thursday Law enforcement, infrastructure planning and general updates will be discussed at the Flynn Pavilion on the island. Detroit 1 day, 4 hours ago DETROIT AUTO SHOW 2016 Detroit Auto Show Charity Preview: Gallery 4 2016 Detroit Auto Show Charity Preview: Gallery 4 Jerald Davis of Sterling Heights and his wife Pamela Davis of Sterling Heights pose for a photo on a Mazda Prototype race car during the 2016 North American International Auto Show Charity Preview at Cobo Center on Friday, Jan. 15, 2016 in Detroit. DETROIT AUTO SHOW 1 day, 12 hours ago Michigan Michael Moore to hold Flint water press conference Michael Moore to hold Flint water press conference Film director and Flint native Michael Moore will hold a press conference Saturday in Flint. Michigan 1 day, 13 hours ago DETROIT AUTO SHOW 2016 Detroit Auto Show Charity Preview: Gallery 3 2016 Detroit Auto Show Charity Preview: Gallery 3 The 2016 North American International Auto Show Charity Preview at Cobo Center on Friday, Jan. 15, 2016 in Detroit. DETROIT AUTO SHOW 1 day, 13 hours ago Detroit DDOT to add 24-hour bus service on key routes DDOT to add 24-hour bus service on key routes Director Dan Dirks says ""service changes come directly from our customers and employees."" Detroit 1 day, 14 hours ago DETROIT AUTO SHOW 2016 Detroit Auto Show Charity Preview: Gallery 2 2016 Detroit Auto Show Charity Preview: Gallery 2 Melissa Glasson (left) of Royal Oak and Eileen Clein with her husband, Hugh, of Rochester Hills laugh together during the 2016 North American International Auto Show's Charity Preview on Friday, Jan. 15, 2016 at Cobo Center in Detroit. DETROIT AUTO SHOW 1 day, 14 hours ago Wayne 100 protest at Fairlane over shooting by Dearborn cop 100 protest at Fairlane over shooting by Dearborn cop The African-American group New Era Detroit demonstrated Friday night over the police officer-involved shooting of Kevin Matthews. Wayne 1 day, 15 hours ago","On Saturday, President Barack Obama declared a federal emergency in Flint and ordered federal aid to help. Throughout last week, people lined up to pick up free water and filters at fire stations, and more free supplies have been passed out door-to-door by Michigan State Police troopers, volunteers and others."
